Dataset,Chart,Columns
Product Sales Data.csv,Scatter Plot,Soap vs Total Units
Product Sales Data.csv,Bubble Chart,Soap vs Total Units
Product Sales Data.csv,Scatter Plot,Soap vs Total Profit
Product Sales Data.csv,Bubble Chart,Soap vs Total Profit
Product Sales Data.csv,Scatter Plot,Total Units vs Total Profit
Product Sales Data.csv,Bubble Chart,Total Units vs Total Profit
Product Sales Data.csv,Box Plot,Month vs Cream
Product Sales Data.csv,Violin Plot,Month vs Cream
Product Sales Data.csv,Bar Chart,Month vs Cream
Product Sales Data.csv,Stacked Bar Chart,Month vs Cream
Product Sales Data.csv,Box Plot,Month vs Detergent
Product Sales Data.csv,Violin Plot,Month vs Detergent
Product Sales Data.csv,Bar Chart,Month vs Detergent
Product Sales Data.csv,Stacked Bar Chart,Month vs Detergent
Product Sales Data.csv,Box Plot,Month vs Moisturizer
Product Sales Data.csv,Violin Plot,Month vs Moisturizer
Product Sales Data.csv,Bar Chart,Month vs Moisturizer
Product Sales Data.csv,Stacked Bar Chart,Month vs Moisturizer
Product Sales Data.csv,Box Plot,Month vs Sanitizer
Product Sales Data.csv,Violin Plot,Month vs Sanitizer
Product Sales Data.csv,Bar Chart,Month vs Sanitizer
Product Sales Data.csv,Stacked Bar Chart,Month vs Sanitizer
Product Sales Data.csv,Box Plot,Month vs Shampoo
Product Sales Data.csv,Violin Plot,Month vs Shampoo
Product Sales Data.csv,Bar Chart,Month vs Shampoo
Product Sales Data.csv,Stacked Bar Chart,Month vs Shampoo
Product Sales Data.csv,Box Plot,Month vs Soap
Product Sales Data.csv,Violin Plot,Month vs Soap
Product Sales Data.csv,Bar Chart,Month vs Soap
Product Sales Data.csv,Stacked Bar Chart,Month vs Soap
Product Sales Data.csv,Box Plot,Month vs Total Units
Product Sales Data.csv,Violin Plot,Month vs Total Units
Product Sales Data.csv,Bar Chart,Month vs Total Units
Product Sales Data.csv,Stacked Bar Chart,Month vs Total Units
Product Sales Data.csv,Box Plot,Month vs Total Profit
Product Sales Data.csv,Violin Plot,Month vs Total Profit
Product Sales Data.csv,Bar Chart,Month vs Total Profit
Product Sales Data.csv,Stacked Bar Chart,Month vs Total Profit
Product Sales Data.csv,Pair Plot,"Cream, Detergent, Moisturizer, Sanitizer, Shampoo, Soap, Total Units, Total Profit"
Product Sales Data.csv,Correlation Heatmap,"Cream, Detergent, Moisturizer, Sanitizer, Shampoo, Soap, Total Units, Total Profit"
Product Sales Data.csv,Funnel Chart,Month vs Cream
SAT GPA.csv,Histogram,SAT
SAT GPA.csv,Density Plot,SAT
SAT GPA.csv,Box Plot,SAT
SAT GPA.csv,Violin Plot,SAT
SAT GPA.csv,Histogram,GPA
SAT GPA.csv,Density Plot,GPA
SAT GPA.csv,Box Plot,GPA
SAT GPA.csv,Violin Plot,GPA
SAT GPA.csv,Scatter Plot,SAT vs GPA
SAT GPA.csv,Bubble Chart,SAT vs GPA
SAT GPA.csv,Pair Plot,"SAT, GPA"
Salary Data.csv,Histogram,Experience Years
Salary Data.csv,Density Plot,Experience Years
Salary Data.csv,Box Plot,Experience Years
Salary Data.csv,Violin Plot,Experience Years
Salary Data.csv,Histogram,Salary
Salary Data.csv,Density Plot,Salary
Salary Data.csv,Box Plot,Salary
Salary Data.csv,Violin Plot,Salary
Salary Data.csv,Scatter Plot,Experience Years vs Salary
Salary Data.csv,Bubble Chart,Experience Years vs Salary
Salary Data.csv,Pair Plot,"Experience Years, Salary"
ShipAccidents.csv,Histogram,rownames
ShipAccidents.csv,Density Plot,rownames
ShipAccidents.csv,Box Plot,rownames
ShipAccidents.csv,Violin Plot,rownames
ShipAccidents.csv,Histogram,service
ShipAccidents.csv,Density Plot,service
ShipAccidents.csv,Box Plot,service
ShipAccidents.csv,Violin Plot,service
ShipAccidents.csv,Histogram,incidents
ShipAccidents.csv,Density Plot,incidents
ShipAccidents.csv,Box Plot,incidents
ShipAccidents.csv,Violin Plot,incidents
ShipAccidents.csv,Bar Chart,type
ShipAccidents.csv,Horizontal Bar Chart,type
ShipAccidents.csv,Pie Chart,type
ShipAccidents.csv,Donut Chart,type
ShipAccidents.csv,Bar Chart,construction
ShipAccidents.csv,Horizontal Bar Chart,construction
ShipAccidents.csv,Pie Chart,construction
ShipAccidents.csv,Donut Chart,construction
ShipAccidents.csv,Bar Chart,operation
ShipAccidents.csv,Horizontal Bar Chart,operation
ShipAccidents.csv,Pie Chart,operation
ShipAccidents.csv,Donut Chart,operation
ShipAccidents.csv,Scatter Plot,rownames vs service
ShipAccidents.csv,Bubble Chart,rownames vs service
ShipAccidents.csv,Scatter Plot,rownames vs incidents
ShipAccidents.csv,Bubble Chart,rownames vs incidents
ShipAccidents.csv,Scatter Plot,service vs incidents
ShipAccidents.csv,Bubble Chart,service vs incidents
ShipAccidents.csv,Box Plot,type vs rownames
ShipAccidents.csv,Violin Plot,type vs rownames
ShipAccidents.csv,Bar Chart,type vs rownames
ShipAccidents.csv,Stacked Bar Chart,type vs rownames
ShipAccidents.csv,Box Plot,type vs service
ShipAccidents.csv,Violin Plot,type vs service
ShipAccidents.csv,Bar Chart,type vs service
ShipAccidents.csv,Stacked Bar Chart,type vs service
ShipAccidents.csv,Box Plot,type vs incidents
ShipAccidents.csv,Violin Plot,type vs incidents
ShipAccidents.csv,Bar Chart,type vs incidents
ShipAccidents.csv,Stacked Bar Chart,type vs incidents
ShipAccidents.csv,Box Plot,construction vs rownames
ShipAccidents.csv,Violin Plot,construction vs rownames
ShipAccidents.csv,Bar Chart,construction vs rownames
ShipAccidents.csv,Stacked Bar Chart,construction vs rownames
ShipAccidents.csv,Box Plot,construction vs service
ShipAccidents.csv,Violin Plot,construction vs service
ShipAccidents.csv,Bar Chart,construction vs service
ShipAccidents.csv,Stacked Bar Chart,construction vs service
ShipAccidents.csv,Box Plot,construction vs incidents
ShipAccidents.csv,Violin Plot,construction vs incidents
ShipAccidents.csv,Bar Chart,construction vs incidents
ShipAccidents.csv,Stacked Bar Chart,construction vs incidents
ShipAccidents.csv,Box Plot,operation vs rownames
ShipAccidents.csv,Violin Plot,operation vs rownames
ShipAccidents.csv,Bar Chart,operation vs rownames
ShipAccidents.csv,Stacked Bar Chart,operation vs rownames
ShipAccidents.csv,Box Plot,operation vs service
ShipAccidents.csv,Violin Plot,operation vs service
ShipAccidents.csv,Bar Chart,operation vs service
ShipAccidents.csv,Stacked Bar Chart,operation vs service
ShipAccidents.csv,Box Plot,operation vs incidents
ShipAccidents.csv,Violin Plot,operation vs incidents
ShipAccidents.csv,Bar Chart,operation vs incidents
ShipAccidents.csv,Stacked Bar Chart,operation vs incidents
ShipAccidents.csv,Pair Plot,"rownames, service, incidents"
ShipAccidents.csv,Correlation Heatmap,"rownames, service, incidents"
ShipAccidents.csv,Treemap,"type, construction"
ShipAccidents.csv,Sunburst Chart,"type, construction"
ShipAccidents.csv,Sankey Diagram,"type, construction"
ShipAccidents.csv,Funnel Chart,type vs rownames
Students Performance.csv,Histogram,math score
Students Performance.csv,Density Plot,math score
Students Performance.csv,Box Plot,math score
Students Performance.csv,Violin Plot,math score
Students Performance.csv,Histogram,reading score
Students Performance.csv,Density Plot,reading score
Students Performance.csv,Box Plot,reading score
Students Performance.csv,Violin Plot,reading score
Students Performance.csv,Histogram,writing score
Students Performance.csv,Density Plot,writing score
Students Performance.csv,Box Plot,writing score
Students Performance.csv,Violin Plot,writing score
Students Performance.csv,Bar Chart,gender
Students Performance.csv,Horizontal Bar Chart,gender
Students Performance.csv,Pie Chart,gender
Students Performance.csv,Donut Chart,gender
Students Performance.csv,Bar Chart,race/ethnicity
Students Performance.csv,Horizontal Bar Chart,race/ethnicity
Students Performance.csv,Pie Chart,race/ethnicity
Students Performance.csv,Donut Chart,race/ethnicity
Students Performance.csv,Bar Chart,parental level of education
Students Performance.csv,Horizontal Bar Chart,parental level of education
Students Performance.csv,Pie Chart,parental level of education
Students Performance.csv,Donut Chart,parental level of education
Students Performance.csv,Bar Chart,lunch
Students Performance.csv,Horizontal Bar Chart,lunch
Students Performance.csv,Pie Chart,lunch
Students Performance.csv,Donut Chart,lunch
Students Performance.csv,Bar Chart,test preparation course
Students Performance.csv,Horizontal Bar Chart,test preparation course
Students Performance.csv,Pie Chart,test preparation course
Students Performance.csv,Donut Chart,test preparation course
Students Performance.csv,Scatter Plot,math score vs reading score
Students Performance.csv,Bubble Chart,math score vs reading score
Students Performance.csv,Scatter Plot,math score vs writing score
Students Performance.csv,Bubble Chart,math score vs writing score
Students Performance.csv,Scatter Plot,reading score vs writing score
Students Performance.csv,Bubble Chart,reading score vs writing score
Students Performance.csv,Box Plot,gender vs math score
Students Performance.csv,Violin Plot,gender vs math score
Students Performance.csv,Bar Chart,gender vs math score
Students Performance.csv,Stacked Bar Chart,gender vs math score
Students Performance.csv,Box Plot,gender vs reading score
Students Performance.csv,Violin Plot,gender vs reading score
Students Performance.csv,Bar Chart,gender vs reading score
Students Performance.csv,Stacked Bar Chart,gender vs reading score
Students Performance.csv,Box Plot,gender vs writing score
Students Performance.csv,Violin Plot,gender vs writing score
Students Performance.csv,Bar Chart,gender vs writing score
Students Performance.csv,Stacked Bar Chart,gender vs writing score
Students Performance.csv,Box Plot,race/ethnicity vs math score
Students Performance.csv,Violin Plot,race/ethnicity vs math score
Students Performance.csv,Bar Chart,race/ethnicity vs math score
Students Performance.csv,Stacked Bar Chart,race/ethnicity vs math score
Students Performance.csv,Box Plot,race/ethnicity vs reading score
Students Performance.csv,Violin Plot,race/ethnicity vs reading score
Students Performance.csv,Bar Chart,race/ethnicity vs reading score
Students Performance.csv,Stacked Bar Chart,race/ethnicity vs reading score
Students Performance.csv,Box Plot,race/ethnicity vs writing score
Students Performance.csv,Violin Plot,race/ethnicity vs writing score
Students Performance.csv,Bar Chart,race/ethnicity vs writing score
Students Performance.csv,Stacked Bar Chart,race/ethnicity vs writing score
Students Performance.csv,Box Plot,parental level of education vs math score
Students Performance.csv,Violin Plot,parental level of education vs math score
Students Performance.csv,Bar Chart,parental level of education vs math score
Students Performance.csv,Stacked Bar Chart,parental level of education vs math score
Students Performance.csv,Box Plot,parental level of education vs reading score
Students Performance.csv,Violin Plot,parental level of education vs reading score
Students Performance.csv,Bar Chart,parental level of education vs reading score
Students Performance.csv,Stacked Bar Chart,parental level of education vs reading score
Students Performance.csv,Box Plot,parental level of education vs writing score
Students Performance.csv,Violin Plot,parental level of education vs writing score
Students Performance.csv,Bar Chart,parental level of education vs writing score
Students Performance.csv,Stacked Bar Chart,parental level of education vs writing score
Students Performance.csv,Box Plot,lunch vs math score
Students Performance.csv,Violin Plot,lunch vs math score
Students Performance.csv,Bar Chart,lunch vs math score
Students Performance.csv,Stacked Bar Chart,lunch vs math score
Students Performance.csv,Box Plot,lunch vs reading score
Students Performance.csv,Violin Plot,lunch vs reading score
Students Performance.csv,Bar Chart,lunch vs reading score
Students Performance.csv,Stacked Bar Chart,lunch vs reading score
Students Performance.csv,Box Plot,lunch vs writing score
Students Performance.csv,Violin Plot,lunch vs writing score
Students Performance.csv,Bar Chart,lunch vs writing score
Students Performance.csv,Stacked Bar Chart,lunch vs writing score
Students Performance.csv,Box Plot,test preparation course vs math score
Students Performance.csv,Violin Plot,test preparation course vs math score
Students Performance.csv,Bar Chart,test preparation course vs math score
Students Performance.csv,Stacked Bar Chart,test preparation course vs math score
Students Performance.csv,Box Plot,test preparation course vs reading score
Students Performance.csv,Violin Plot,test preparation course vs reading score
Students Performance.csv,Bar Chart,test preparation course vs reading score
Students Performance.csv,Stacked Bar Chart,test preparation course vs reading score
Students Performance.csv,Box Plot,test preparation course vs writing score
Students Performance.csv,Violin Plot,test preparation course vs writing score
Students Performance.csv,Bar Chart,test preparation course vs writing score
Students Performance.csv,Stacked Bar Chart,test preparation course vs writing score
Students Performance.csv,Pair Plot,"math score, reading score, writing score"
Students Performance.csv,Correlation Heatmap,"math score, reading score, writing score"
Students Performance.csv,Treemap,"gender, race/ethnicity"
Students Performance.csv,Sunburst Chart,"gender, race/ethnicity"
Students Performance.csv,Sankey Diagram,"gender, race/ethnicity"
Students Performance.csv,Funnel Chart,gender vs math score
StudentsPerformance.csv,Histogram,math score
StudentsPerformance.csv,Density Plot,math score
StudentsPerformance.csv,Box Plot,math score
StudentsPerformance.csv,Violin Plot,math score
StudentsPerformance.csv,Histogram,reading score
StudentsPerformance.csv,Density Plot,reading score
StudentsPerformance.csv,Box Plot,reading score
StudentsPerformance.csv,Violin Plot,reading score
StudentsPerformance.csv,Histogram,writing score
StudentsPerformance.csv,Density Plot,writing score
StudentsPerformance.csv,Box Plot,writing score
StudentsPerformance.csv,Violin Plot,writing score
StudentsPerformance.csv,Bar Chart,gender
StudentsPerformance.csv,Horizontal Bar Chart,gender
StudentsPerformance.csv,Pie Chart,gender
StudentsPerformance.csv,Donut Chart,gender
StudentsPerformance.csv,Bar Chart,race/ethnicity
StudentsPerformance.csv,Horizontal Bar Chart,race/ethnicity
StudentsPerformance.csv,Pie Chart,race/ethnicity
StudentsPerformance.csv,Donut Chart,race/ethnicity
StudentsPerformance.csv,Bar Chart,parental level of education
StudentsPerformance.csv,Horizontal Bar Chart,parental level of education
StudentsPerformance.csv,Pie Chart,parental level of education
StudentsPerformance.csv,Donut Chart,parental level of education
StudentsPerformance.csv,Bar Chart,lunch
StudentsPerformance.csv,Horizontal Bar Chart,lunch
StudentsPerformance.csv,Pie Chart,lunch
StudentsPerformance.csv,Donut Chart,lunch
StudentsPerformance.csv,Bar Chart,test preparation course
StudentsPerformance.csv,Horizontal Bar Chart,test preparation course
StudentsPerformance.csv,Pie Chart,test preparation course
StudentsPerformance.csv,Donut Chart,test preparation course
StudentsPerformance.csv,Scatter Plot,math score vs reading score
StudentsPerformance.csv,Bubble Chart,math score vs reading score
StudentsPerformance.csv,Scatter Plot,math score vs writing score
StudentsPerformance.csv,Bubble Chart,math score vs writing score
StudentsPerformance.csv,Scatter Plot,reading score vs writing score
StudentsPerformance.csv,Bubble Chart,reading score vs writing score
StudentsPerformance.csv,Box Plot,gender vs math score
StudentsPerformance.csv,Violin Plot,gender vs math score
StudentsPerformance.csv,Bar Chart,gender vs math score
StudentsPerformance.csv,Stacked Bar Chart,gender vs math score
StudentsPerformance.csv,Box Plot,gender vs reading score
StudentsPerformance.csv,Violin Plot,gender vs reading score
StudentsPerformance.csv,Bar Chart,gender vs reading score
StudentsPerformance.csv,Stacked Bar Chart,gender vs reading score
StudentsPerformance.csv,Box Plot,gender vs writing score
StudentsPerformance.csv,Violin Plot,gender vs writing score
StudentsPerformance.csv,Bar Chart,gender vs writing score
StudentsPerformance.csv,Stacked Bar Chart,gender vs writing score
StudentsPerformance.csv,Box Plot,race/ethnicity vs math score
StudentsPerformance.csv,Violin Plot,race/ethnicity vs math score
StudentsPerformance.csv,Bar Chart,race/ethnicity vs math score
StudentsPerformance.csv,Stacked Bar Chart,race/ethnicity vs math score
StudentsPerformance.csv,Box Plot,race/ethnicity vs reading score
StudentsPerformance.csv,Violin Plot,race/ethnicity vs reading score
StudentsPerformance.csv,Bar Chart,race/ethnicity vs reading score
StudentsPerformance.csv,Stacked Bar Chart,race/ethnicity vs reading score
StudentsPerformance.csv,Box Plot,race/ethnicity vs writing score
StudentsPerformance.csv,Violin Plot,race/ethnicity vs writing score
StudentsPerformance.csv,Bar Chart,race/ethnicity vs writing score
StudentsPerformance.csv,Stacked Bar Chart,race/ethnicity vs writing score
StudentsPerformance.csv,Box Plot,parental level of education vs math score
StudentsPerformance.csv,Violin Plot,parental level of education vs math score
StudentsPerformance.csv,Bar Chart,parental level of education vs math score
StudentsPerformance.csv,Stacked Bar Chart,parental level of education vs math score
StudentsPerformance.csv,Box Plot,parental level of education vs reading score
StudentsPerformance.csv,Violin Plot,parental level of education vs reading score
StudentsPerformance.csv,Bar Chart,parental level of education vs reading score
StudentsPerformance.csv,Stacked Bar Chart,parental level of education vs reading score
StudentsPerformance.csv,Box Plot,parental level of education vs writing score
StudentsPerformance.csv,Violin Plot,parental level of education vs writing score
StudentsPerformance.csv,Bar Chart,parental level of education vs writing score
StudentsPerformance.csv,Stacked Bar Chart,parental level of education vs writing score
StudentsPerformance.csv,Box Plot,lunch vs math score
StudentsPerformance.csv,Violin Plot,lunch vs math score
StudentsPerformance.csv,Bar Chart,lunch vs math score
StudentsPerformance.csv,Stacked Bar Chart,lunch vs math score
StudentsPerformance.csv,Box Plot,lunch vs reading score
StudentsPerformance.csv,Violin Plot,lunch vs reading score
StudentsPerformance.csv,Bar Chart,lunch vs reading score
StudentsPerformance.csv,Stacked Bar Chart,lunch vs reading score
StudentsPerformance.csv,Box Plot,lunch vs writing score
StudentsPerformance.csv,Violin Plot,lunch vs writing score
StudentsPerformance.csv,Bar Chart,lunch vs writing score
StudentsPerformance.csv,Stacked Bar Chart,lunch vs writing score
StudentsPerformance.csv,Box Plot,test preparation course vs math score
StudentsPerformance.csv,Violin Plot,test preparation course vs math score
StudentsPerformance.csv,Bar Chart,test preparation course vs math score
StudentsPerformance.csv,Stacked Bar Chart,test preparation course vs math score
StudentsPerformance.csv,Box Plot,test preparation course vs reading score
StudentsPerformance.csv,Violin Plot,test preparation course vs reading score
StudentsPerformance.csv,Bar Chart,test preparation course vs reading score
StudentsPerformance.csv,Stacked Bar Chart,test preparation course vs reading score
StudentsPerformance.csv,Box Plot,test preparation course vs writing score
StudentsPerformance.csv,Violin Plot,test preparation course vs writing score
StudentsPerformance.csv,Bar Chart,test preparation course vs writing score
StudentsPerformance.csv,Stacked Bar Chart,test preparation course vs writing score
StudentsPerformance.csv,Pair Plot,"math score, reading score, writing score"
StudentsPerformance.csv,Correlation Heatmap,"math score, reading score, writing score"
